id,num_sold
230130,508.4677956956338
230131,722.0422298380422
230132,557.8520576643747
230133,353.91426369556217
230134,400.06263158455636
230135,246.10644629475152
230136,1422.8634694579907
230137,1126.10470760962
230138,674.9975277822663
230139,822.2892959110376
230140,270.61710007555024
230141,1776.6820142938925
230142,1397.423667951628
230143,828.2656967350307
230144,973.9664183647145
230145,125.21674486502526
230146,803.1321259846225
230147,639.018725940736
230148,365.0378561882628
230149,425.7282223233973
230150,252.47595150668764
230151,1554.163944344078
230152,1258.88657566751
230153,741.2933805108469
230154,899.2842976189236
230155,307.1582858428893
230156,1984.2820382923112
230157,1424.3315131868753
230158,914.4265774723734
230159,1055.5598092742366
230160,89.47987683866889
230161,577.6106519246566
230162,418.6798111578614
230163,255.3150982585444
230164,297.5471235398378
230165,185.30587662881584
230166,1107.7411043273592
230167,879.6498321140785
230168,499.7222661561
230169,558.9271848355208
230170,202.156261027193
230171,1259.6904740951543
230172,1038.796221588612
230173,632.059480466617
230174,696.8121429016664
230175,16.79004497037709
230176,23.94544029543998
230177,18.839770849066145
230178,11.45556479711326
230179,12.919403939888978
230180,7.757727140938469
230181,52.64536978752413
230182,38.444465461847614
230183,23.020100138074014
230184,26.02573568414006
230185,8.94260546301722
230186,60.64195909302196
230187,46.72659015840006
230188,28.75414774976265
230189,35.113153775940624
230190,192.01652195411708
230191,1171.5051953582943
230192,989.8107446926039
230193,575.3526962701452
230194,670.1354720700931
230195,412.36252771714527
230196,2460.882814313791
230197,1828.0952660154371
230198,1153.3817512253413
230199,1427.9399055228123
230200,493.27515639798196
230201,2960.087014094486
230202,2344.835973554478
230203,1437.4841553223641
230204,1605.188210449738
230205,170.86432717944913
230206,1009.9130934990288
230207,759.9473640829428
230208,483.806934240621
230209,546.711150279973
230210,322.4644552409065
230211,2002.0569705927746
230212,1649.7017161061935
230213,941.1062806372491
230214,1101.7357706455691
230215,387.20238959286394
230216,2402.157976654965
230217,1902.9806395125377
230218,1105.1580369813416
230219,1359.5925914011527
230220,484.4568000824188
230221,684.2076283609571
230222,530.3901826053774
230223,334.35398943245434
230224,388.8753999308865
230225,237.7180949417384
230226,1354.0230089006884
230227,1040.467022759519
230228,664.5100665166459
230229,753.0875079036757
230230,259.82680841047284
230231,1636.2301724308118
230232,1267.1680520805705
230233,797.9818101229063
230234,919.3293420813109
230235,119.44989043059611
230236,752.5510600339132
230237,592.8997236223598
230238,356.85611516841186
230239,411.26820155662097
230240,249.83750183258405
230241,1492.0668930630648
230242,1159.1597690059073
230243,718.3050109980489
230244,835.1839001784647
230245,294.08797988697535
230246,1816.6556625539963
230247,1343.36798163587
230248,885.026315833586
230249,1008.2506754478574
230250,81.65167688776731
230251,516.6155563436484
230252,394.42553385995234
230253,247.86527637501177
230254,284.6787217836119
230255,168.3835890069651
230256,1046.215155338668
230257,791.1391613023217
230258,496.6420938173888
230259,547.4911143935182
230260,195.51645684010674
230261,1212.581278679444
230262,944.5004435430463
230263,593.5101711478519
230264,648.037399493404
230265,15.816907152010874
230266,22.915473641453126
230267,17.387848241616943
230268,10.845269204543625
230269,12.119037520429803
230270,7.083389498321275
230271,47.74010294570314
230272,35.73209028263403
230273,22.30074141751164
230274,25.496292177289988
230275,8.624341394868498
230276,56.4740495608123
230277,43.17156086500818
230278,27.286628045921496
230279,32.61473835046154
230280,185.32306531315308
230281,1163.0450371570257
230282,893.5353348390457
230283,555.8091808413212
230284,650.7323462566582
230285,387.1191713195314
230286,2366.7826045055644
230287,1794.9158474891833
230288,1110.845301882169
230289,1335.69851577708
230290,459.19835138796805
230291,2792.627363961492
230292,2141.464582195644
230293,1354.6806809609152
230294,1546.6573873294215
230295,154.22970250591231
230296,924.9839242236739
230297,700.5490840148409
230298,445.12037119349253
230299,521.995326479543
230300,304.3207768679335
230301,1868.308374914163
230302,1464.2395652091586
230303,910.4961294493963
230304,1055.479361479385
230305,361.3967714796614
230306,2224.885419641995
230307,1689.632174740067
230308,1046.140702683002
230309,1231.452937410233
230310,486.757247578287
230311,689.5971216376408
230312,534.1188702004258
230313,338.8566655942627
230314,384.45633288081865
230315,237.47968321536015
230316,1361.508921419566
230317,1046.4842437521988
230318,669.3170991725068
230319,774.914567602235
230320,259.7559932961442
230321,1649.2621895528607
230322,1279.0526100899342
230323,801.7633899882267
230324,929.9487914173224
230325,118.72258069902462
230326,737.3421276976821
230327,577.5088077532891
230328,353.3078177745618
230329,413.43197198610835
230330,243.00025985438918
230331,1491.6653766746224
